"","site","means","Latitude","Longitude","country","State","Population","rank"
"262","Fort Resolution",-0.00183173371757714,61.166588,-113.682994,"Canada","Northwest Territories",448,262
"263","Qasigiannguit",-0.00182681012662871,68.81927,-51.178519,"Greenland","Qaasuitsup Kommunia",1341,263
"264","Dawson Creek",-0.00181374096888095,55.766969,-120.233266,"Canada","British Columbia",10802,264
"265","Lake Minchumina",-0.00181273544699061,63.882831,-152.312187,"United States","Alaska",32,265
"266","Archangel",-0.00180741125648448,64.574959,40.545008,"Russia","Arkhangel'sk",356051,266
"267","Sagastyr",-0.001797010826095,73.377933,126.592352,"Russia","Sakha (Yakutia)",10,267
"268","Kaskara Crop",-0.00179204034416977,57.2515,65.9693,"Russia",NA,NA,268
"269","Namsos",-0.00178613162053907,64.483311,11.500011,"Norway","Nord-Trøndelag",9035,269
"270","Kobbefjord",-0.00176988447617007,64.1382,-51.3784,"Greenland",NA,NA,270
"271","Gunnarsholt",-0.00176211605236736,63.8333,-20.2167,"Iceland",NA,NA,271
"272","Plotnikovo",-0.00175656457166098,56.85,82.9667,"Russia",NA,NA,272
"273","Biryusinsk",-0.00173215028244929,55.960653,97.814432,"Russia","Irkutsk",9583,273
"274","Cold Bay",-0.00173081797690515,55.200001,-162.715092,"United States","Alaska",200,274
"275","Logashkino",-0.00172730902780463,70.85039,153.900001,"Russia","Sakha (Yakutia)",0,275
"276","Sand Point",-0.00172658626625153,55.339709,-160.497191,"United States","Alaska",667,276
"277","Vadsø",-0.00172062046045176,70.096597,29.765749,"Norway","Finnmark",5139,277
"278","Tukchi",-0.00171936086532516,57.366975,139.500002,"Russia","Khabarovsk",10,278
"279","Indiga",-0.00171373538023258,67.689754,49.016595,"Russia","Nenets",10,279
"280","Laryak",-0.0017068004401914,61.101192,80.25137,"Russia","Khanty-Mansiy",10,280
"281","Tazovsky",-0.0016956148411109,67.466669,78.699992,"Russia","Yamal-Nenets",5981,281
"282","Beringovskiy",-0.00168271766326372,63.065465,179.306667,"Russia","Chukchi Autonomous Okrug",1861,282
"283","Nikolski",-0.00167339146669877,52.938434,-168.867688,"United States","Alaska",18,283
"284","Willem Barentsz Biological Station",-0.00167280663182046,73.35,80.533333,"Russia",NA,NA,284
"285","Norman Wells",-0.00167008389841636,65.283727,-126.849968,"Canada","Northwest Territories",1027,285
"286","Trondheim",-0.00165795096025556,63.416658,10.416666,"Norway","Sør-Trøndelag",147139,286
"287","Vallanes",-0.00165773913863637,65.32,-14.933,"Iceland",NA,NA,287
"288","Karluk",-0.00165457569943399,57.572286,-154.455027,"United States","Alaska",96,288
"289","Ugolnye Kopi",-0.00165442800195995,64.733296,177.699996,"Russia","Chukchi Autonomous Okrug",3367,289
"290","Hudson Bay",-0.00165294963620336,52.850429,-102.383296,"Canada","Saskatchewan",2157,290
"291","Gambell",-0.00162596132827627,63.77971,-171.731079,"United States","Alaska",681,291
"292","Mongolia",-0.00162118201690649,48.2733,106.8508,"Mongolia",NA,NA,292
"293","Okha",-0.00161699275254992,53.573899,142.947853,"Russia","Sakhalin",26560,293
"294","Sosnogorsk",-0.00160358374794437,63.59476,53.894323,"Russia","Komi",29343,294
"295","Fort Yukon",-0.0015985997428177,66.564682,-145.273779,"United States","Alaska",833,295
"296","Siglan",-0.00159123125725993,59.033721,152.416578,"Russia","Maga Buryatdan",10,296
"297","Sudurnes Science and Learning Center",-0.00158061505542231,64.033333,-22.7,"Iceland",NA,NA,297
"298","Petrozavodsk",-0.00158048645455809,61.849983,34.280016,"Russia","Karelia",265025,298
"299","Novyy Uoyin",-0.00157671660169239,56.134983,111.733893,"Russia","Buryat",4184,299
"300","Artemovskiy",-0.00156349274653073,57.365192,61.869753,"Russia","Sverdlovsk",44689,300
"301","Palmer",-0.00155998136430615,61.599714,-149.112692,"United States","Alaska",13111,301
"302","Unalaska",-0.00155570699978848,53.868584,-166.531603,"United States","Alaska",3571,302
"303","Sept-Îles",-0.00154499196820696,50.316088,-66.360017,"Canada","Québec",25686,303
"304","Murmansk",-0.00154150278904828,68.969988,33.100036,"Russia","Murmansk",319263,304
"305","Petrovsk Zabaykalskiy",-0.00153557959817011,51.282695,108.832675,"Russia","Chita",20889,305
"306","Salmisuo",-0.0015200123922857,62.7833,30.9333,"Finland",NA,NA,306
"307","Polyarnyy",-0.00150714714612579,69.205219,33.450247,"Russia","Murmansk",19200,307
"308","Borgarnes",-0.00150618090380399,64.569503,-21.862322,"Iceland","Vesturland",1783,308
"309","Fort Smith",-0.00150576225108575,60.000019,-111.883336,"Canada","Alberta",518,309
"310","Zemlya Bunge",-0.00150195393106675,74.898308,142.105011,"Russia","Sakha (Yakutia)",10,310
"311","Khilok",-0.00148441714309227,51.350004,110.450044,"Russia","Chita",10627,311
"312","Kovda",-0.00146093157722268,66.690282,32.870231,"Russia","Murmansk",20,312
"313","Ust-Ulimsk",-0.00145061257206652,57.98996,102.633311,"Russia","Irkutsk",100271,313
"314","Samoylov, floodplain",-0.00144859664779598,72.375,126.4698,"Russia",NA,NA,314
"315","Koyuk",-0.00144435598975048,64.940269,-161.157472,"United States","Alaska",254,315
"316","Emmonak",-0.00144109186488294,62.776981,-164.522992,"United States","Alaska",100,316
"317","Valdez",-0.00143873813507928,61.135996,-146.348287,"United States","Alaska",4036,317
"318","Kodiak",-0.00143407754858351,57.789998,-152.406987,"United States","Alaska",9461,318
"319","Peace River",-0.0014245276756811,56.233323,-117.283291,"Canada","Alberta",5340,319
"320","Molde",-0.00141471174351879,62.7483,7.183324,"Norway","Møre og Romsdal",18594,320
"321","Ålesund",-0.0014089013187433,62.545419,6.388023,"Norway","MOre og Romsdal",47772,321
"322","UCI-2003 burn site",-0.00139691837382809,55.8981,-98.2161,"Canada",NA,NA,322
"323","Pervouralsk",-0.0013840858826095,56.910026,59.955038,"Russia","Sverdlovsk",133600,323
"324","Kapuskasing",-0.00138160279386393,49.416685,-82.433325,"Canada","Ontario",9240,324
"325","Asino",-0.00137424289046456,56.993122,86.162689,"Russia","Tomsk",27070,325
"326","Belomorsk",-0.00137294234508435,64.52522,34.765826,"Russia","Karelia",12165,326
"327","Ulkan",-0.0013647790244862,55.900398,107.783333,"Russia","Irkutsk",10,327
"328","Berezniki",-0.00135932039428512,59.420002,56.759987,"Russia","Perm'",167748,328
"329","Verkhnyaya Salda",-0.00134376521458962,58.050189,60.549782,"Russia","Sverdlovsk",48992,329
"330","Prince Albert (BOREAS)",-0.00133405505224908,53.95,-105.95,"Canada",NA,NA,330
"331","Kluane Lake Research Station",-0.00132419632555769,61.016667,-138.4,"Canada",NA,NA,331
"332","Litla-Skard ",-0.00130827321167791,64.716667,-21.616667,"Iceland ",NA,NA,332
"333","Slobodskoy",-0.00129980658551571,58.718495,50.188037,"Russia","Kirov",48962,333
"334","Hakasia Steppe",-0.00129616910192762,54.7252,90.0022,"Russia",NA,NA,334
"335","Komsomolsk na Amure",-0.0012916171938208,50.554988,137.019998,"Russia","Khabarovsk",275908,335
"336","Sokol",-0.00128752562800804,59.46478,40.114388,"Russia","Vologda",42174,336
"337","Sharya",-0.00128265941691424,58.379756,45.509356,"Russia","Kostroma",35532,337
"338","Bol'sheretsk",-0.0012765248561417,52.438981,156.359386,"Russia","Kamchatka",10,338
"339","Southern Old Black Spruce",-0.00127502254639524,53.987,-105.117,"Canada",NA,NA,339
"340","Strezhevoy",-0.0012404668220168,60.733152,77.577683,"Russia","Tomsk",44784,340
"341","Fort Chipewyan",-0.00123819783127292,58.717099,-111.149996,"Canada","Alberta",3222,341
"342","Cascade Ridge",-0.00121905364090241,65.3968,-148.9348,"United States",NA,NA,342
"343","Igrim",-0.00118639643239693,63.193312,64.419417,"Russia","Khanty-Mansiy",9545,343
"344","Buchans",-0.00116637440776661,48.817032,-56.866591,"Canada","Newfoundland and Labrador",685,344
"345","Tanana",-0.00116230789943256,65.171873,-152.07879,"United States","Alaska",308,345
"346","Taloyoak",-0.00116203202628719,69.533313,-93.53332,"Canada","Nunavut",774,346
"347","Severo Kurilsk",-0.00114483017475749,50.690483,156.085036,"Russia","Sakhalin",2422,347
"348","Eagle",-0.00113651775691179,64.787995,-141.199997,"United States","Alaska",104,348
"349","Kolpashevo",-0.00112172109692063,58.300407,82.995389,"Russia","Tomsk",27876,349
"350","Umba",-0.00108777878025706,66.681394,34.345542,"Russia","Murmansk",6128,350
"351","False Pass",-0.00108279507230452,54.851211,-163.415023,"United States","Alaska",35,351
"352","Vaasa",-0.00106976850552516,63.099984,21.600015,"Finland","Western Finland",57014,352
"353","Kotlit",-0.00106342052111208,63.034588,-163.553283,"United States","Alaska",1002,353
"354","Bethel",-0.00105194934529287,61.0902,-162.0153,"United States",NA,NA,354
"355","Vikhorevka",-0.00105158044816802,56.093099,101.242699,"Russia","Irkutsk",166,355
"356","Kaltag",-0.00104729169453915,64.327196,-158.721899,"United States","Alaska",190,356
"357","Amos",-0.00104219234611078,48.566634,-78.116664,"Canada","Québec",10516,357
"358","Hopedale",-0.00103723421450992,55.44996,-60.216671,"Canada","Newfoundland and Labrador",442,358
"359","Tasiilaq",-0.00103054487721155,65.601869,-37.633737,"Greenland",NA,1829,359
"360","Ust Pojeg",-0.00102980408526355,61.9341,50.2269,"Russia",NA,NA,360
"361","Severodvinsk",-0.00102578541247253,64.570024,39.830013,"Russia","Arkhangel'sk",194292,361
"362","Dikson",-0.00102053428073269,73.506972,80.545099,"Russia","Taymyr",1113,362
"363","Nizhneudinsk",-0.00101585031789125,54.897669,99.027692,"Russia","Irkutsk",43326,363
"364","Port Heiden",-0.00101393210169871,56.949094,-158.626892,"United States","Alaska",102,364
"365","McGrath",-0.00100469327597916,62.956815,-155.595785,"United States","Alaska",138,365
"366","Savonlinna",-0.000995444875856838,61.866623,28.883343,"Finland","Southern Savonia",27353,366
"367","Tayshet",-0.000990979423903961,55.927709,97.987703,"Russia","Irkutsk",52184,367
"368","Nipigon",-0.00099084384301527,49.017046,-88.249973,"Canada","Ontario",1204,368
"369","Agapa",-0.000988801382608957,71.450379,89.249994,"Russia","Taymyr",10,369
"370","Alapayevsk",-0.00098260568240842,57.846507,61.691521,"Russia","Sverdlovsk",44000,370
"371","Flin Flon",-0.000979318428947772,54.766591,-101.883301,"Canada","Manitoba",6393,371
"372","Nerchinsk",-0.000973458854829058,52.008956,116.548586,"Russia","Chita",15360,372
"373","Polish Polar Station Hornsund",-0.000964065548704479,77,15.55,"Svalbard/Poland",NA,NA,373
"374","Kainuu Fisheries Research Station",-0.000961956254440119,64.4,27.5,"Finland",NA,NA,374
"375","Quinhagak",-0.00096009591481045,59.749233,-161.915786,"United States","Alaska",250,375
"376","Chukotka",-0.000944329916324254,65.5948,171.0525,"Russia",NA,NA,376
"377","Khandyga",-0.000938903589311616,62.666006,135.600033,"Russia","Sakha (Yakutia)",6796,377
"378","Ivdel",-0.000937784566402192,60.693645,60.413253,"Russia","Sverdlovsk",19379,378
"379","Dudinka",-0.000931342754999558,69.418203,86.225011,"Russia","Taymyr",23619,379
"380","Rovaniemi",-0.000918079496808177,66.500035,25.715939,"Finland","Lapland",34781,380
"381","Pilot Point",-0.000913556008720835,57.56456,-157.569127,"United States","Alaska",68,381
"382","Serov",-0.000907594505549721,59.614977,60.584974,"Russia","Sverdlovsk",98438,382
"383","Rostov",-0.000906311042991676,57.189157,39.404303,"Russia","Yaroslavl'",33803,383
"384","Hooper Bay",-0.000904772795205997,61.531088,-166.096565,"United States","Alaska",1079,384
"385","Yeniseysk",-0.0008940608478588,58.451508,92.156535,"Russia","Krasnoyarsk",19920,385
"386","Inta",-0.000875457669240123,66.037428,60.167428,"Russia","Komi",22921,386
"387","Grand Prairie",-0.00086886745199521,55.166644,-118.799994,"Canada","Alberta",41462,387
"388","Magadan",-0.000868072183937532,59.57498,150.810009,"Russia","Maga Buryatdan",95282,388
"389","Skien",-0.000865301017855804,59.19999,9.600024,"Norway","Telemark",73330,389
"390","Siikaneva-2 Bog",-0.000853123585389697,61.8372,24.1967,"Finland",NA,NA,390
"391","Kirensk",-0.000844864029961923,57.785735,108.111943,"Russia","Irkutsk",13308,391
"392","Rigolet",-0.000840478208757564,54.176601,-58.447322,"Canada","Newfoundland and Labrador",124,392
"393","Chita",-0.000834411241267561,52.055026,113.465002,"Russia","Chita",308500,393
"394","Saskatchewan - Western Boreal, forest burned in 1977",-0.00083220585746774,54.485,-105.8176,"Canada",NA,NA,394
"395","Council (NGEE Arctic)",-0.00081728736651834,64.8614,-163.7007,"United States",NA,NA,395
"396","Attawapiskat",-0.000816883294843589,52.916627,-82.433325,"Canada","Ontario",1802,396
"397","Happy Valley - Goose Bay",-0.000814771027457357,53.299988,-60.299999,"Canada","Newfoundland and Labrador",7572,397
"398","Skagway",-0.000812490858276611,59.45832,-135.313896,"United States","Alaska",955,398
"399","Koyukuk",-0.000808476022458224,64.880289,-157.70085,"United States","Alaska",101,399
"400","Bouleau Peatland",-0.000798323457778706,50.5244,-63.2064,"Canada",NA,NA,400
"401","Höfn",-0.000796280853668173,64.272315,-15.21386,"Iceland","Sveitarfélagið Hornafjörður",1695,401
"402","Avachinsky Volcano Field Station",-0.000793933292373283,53.25,158.733333,"Russia",NA,NA,402
"403","Karpinsk",-0.000789102896541201,59.760162,60.009815,"Russia","Sverdlovsk",30807,403
"404","Bugrino",-0.000788534869434108,68.807879,49.304163,"Russia","Nenets",300,404
"405","Kaamanen wetland",-0.000788298037749941,69.1406,27.2698,"Finland",NA,NA,405
"406","Zima",-0.000775522980237021,53.93305,102.03309,"Russia","Irkutsk",60239,406
"407","Lensk",-0.000768573420525733,60.725271,114.94703,"Russia","Sakha (Yakutia)",25589,407
"408","La Sarre",-0.000759066773683775,48.800005,-79.200034,"Canada","Québec",7206,408
"409","Härnösand",-0.000751955944047273,62.633997,17.934004,"Sweden","Västernorrland",17016,409
"410","China Iceland Arctic  Observatory  CIAO",-0.00074536999971089,65.707183,-17.36695,"Iceland",NA,NA,410
"411","Newhalen",-0.000745362440706584,59.720346,-154.897197,"United States","Alaska",160,411
"412","Fort McMurray",-0.000740274238378217,56.733319,-111.383315,"Canada","Alberta",21863,412
"413","Juneau",-0.00073935441371513,58.314127,-134.419997,"United States","Alaska",30711,413
"414","Rouyn-Noranda",-0.000734156942718102,48.250012,-79.033249,"Canada","Québec",24602,414
"415","Oulu",-0.000731432523497621,64.999998,25.470011,"Finland","Northern Ostrobothnia",136752,415
"416","Hall Beach",-0.000724468267216334,68.767467,-81.236083,"Canada","Nunavut",654,416
"417","Severouralsk",-0.000693537641552366,60.156521,59.961549,"Russia","Sverdlovsk",36138,417
"418","Turukhansk",-0.000691082690149557,65.838164,87.954983,"Russia","Krasnoyarsk",4774,418
"419","Trepassey",-0.000668510685687034,46.736978,-53.363291,"Canada","Newfoundland and Labrador",398,419
"420","Kyshtym",-0.000662349368624708,55.699997,60.559549,"Russia","Chelyabinsk",50911,420
"421","Tønsberg",-0.000660152306411882,59.264001,10.421002,"Norway","Vestfold",38914,421
"422","Gimli",-0.000648702465480228,50.633303,-96.999981,"Canada","Manitoba",2623,422
"423","Goodnews Bay",-0.000645624229423882,59.120993,-161.58713,"United States","Alaska",230,423
"424","Sundsvall",-0.000642050855644152,62.400053,17.316659,"Sweden","Västernorrland",73389,424
"425","Nyagan",-0.000640998239850085,62.146528,65.381425,"Russia","Khanty-Mansiy",52137,425
"426","Nevyansk",-0.000637064762637426,57.490249,60.214764,"Russia","Sverdlovsk",28170,426
"427","Kamensk Uralskiy",-0.000636800944716466,56.42047,61.93502,"Russia","Sverdlovsk",182500,427
"428","Meadow Lake",-0.000635787273528845,54.130118,-108.434736,"Canada","Saskatchewan",5882,428
"429","Velikiy Ustyug",-0.000635237946881839,60.768706,46.298662,"Russia","Vologda",33237,429
"430","Bratsk",-0.000602961581325947,56.156997,101.615027,"Russia","Irkutsk",246348,430
"431","Velsk",-0.000593961706746233,61.067395,42.09742,"Russia","Arkhangel'sk",26300,431
"432","Yaroslavl",-0.000593798016564159,57.619983,39.870011,"Russia","Yaroslavl'",606730,432
"433","Tununak",-0.000580617028510878,60.585487,-165.255789,"United States","Alaska",352,433
"434","Alkkia Scots pine forest",-0.000574838471760611,62.1834,22.7842,"Finland",NA,NA,434
"435","Igloolik",-0.000568678236549813,69.256535,-81.793592,"Canada","Nunavut",1612,435
"436","Atka",-0.000566219774781269,52.19649,-174.200489,"United States","Alaska",61,436
"437","Perryville",-0.000562895143684521,55.918614,-159.151149,"United States","Alaska",113,437
"438","Apatity",-0.000562757255053976,67.573071,33.393042,"Russia","Murmansk",66907,438
"439","Illisarvik",-0.000558023972628747,69.4799,-134.5885,"Canada",NA,NA,439
"440","Solikamsk",-0.000556492082001425,59.669987,56.749962,"Russia","Perm'",100812,440
"441","Upad",-0.000554133330034507,70.2815,-148.8848,"United States",NA,NA,441
"442","Irkutsk",-0.000553037101628241,52.319971,104.245048,"Russia","Irkutsk",586695,442
"443","Nibio Svanhovd Research Station ",-0.000552460307720835,69.45,30.05,"Norway ",NA,NA,443
"444","Lesosibirsk",-0.000532929779761201,58.243252,92.483285,"Russia","Krasnoyarsk",65945,444
"445","Chevery",-0.000527554923239219,50.481323,-59.609783,"Canada","Québec",284,445
"446","Kem",-0.00052254662678727,64.953592,34.56837,"Russia","Karelia",13829,446
"447","Hyytiaelae Clear Cut",-0.000502494848138672,61.8439,24.3043,"Finland",NA,NA,447
"448","Port-Menier",-0.000493757040548324,49.822578,-64.347995,"Canada","Québec",263,448
"449","Selkirk",-0.000491753605944802,50.150026,-96.883322,"Canada","Manitoba",9986,449
"450","Toolik Lake (Wetland)",-0.000486271404250963,68.6243,-149.6023,"United States",NA,NA,450
"451","Surgut",-0.000484665105840958,61.259942,73.425017,"Russia","Khanty-Mansiy",400000,451
"452","Hughes",-0.000480304842338093,66.049184,-154.254988,"United States","Alaska",78,452
"453","Novy Urengoy",-0.000475099549252698,66.083317,76.633245,"Russia","Yamal-Nenets",94212,453
"454","Khibiny Educational and Scientific Station ",-0.000473583626324228,67.633333,33.716667,"Russia",NA,NA,454
"455","Oktyabrskiy",-0.000472295158438275,52.663593,156.238722,"Russia","Kamchatka",1534,455
"456","Natashquan",-0.000466844388559824,50.191341,-61.810656,"Canada","Québec",722,456
"457","Mekoryuk",-0.000464808539929654,60.388647,-166.189937,"United States","Alaska",99,457
"458","Sovetsk",-0.000451676822808576,57.578461,48.958086,"Russia","Kirov",17869,458
"459","Östersund",-0.000444959493356653,63.183313,14.65,"Sweden","Jämtland",46178,459
"460","Selawik",-0.000442377358726808,66.603879,-160.009391,"United States","Alaska",832,460
"461","Petropavlovsk Kamchatskiy",-0.000442217379546625,53.061992,158.62302,"Russia","Kamchatka",187282,461
"462","St. Anthony",-0.000439567511565238,51.383749,-55.59995,"Canada","Newfoundland and Labrador",224,462
"463","Ukhta",-0.000422464456801718,63.559982,53.689994,"Russia","Komi",102187,463
"464","Central Marsh",-0.000408561108296795,71.3202,-156.6223,"United States",NA,NA,464
"465","Chernyshevskiy",-0.000408433587963528,63.012755,112.471419,"Russia","Sakha (Yakutia)",5137,465
"466","Deer Lake",-0.000405463251732737,49.1744,-57.426919,"Canada","Newfoundland and Labrador",4163,466
"467","Port Hope Simpson",-0.000399310747458861,52.533291,-56.300011,"Canada","Newfoundland and Labrador",197,467
"468","Ambler",-0.000379897752390286,67.086485,-157.851409,"United States","Alaska",258,468
"469","Chusovoy",-0.000368616313882542,58.29343,57.81305,"Russia","Perm'",72113,469
"470","Val d'Or",-0.000354639556544674,48.116635,-77.766633,"Canada","Québec",20625,470
"471","Kokkola",-0.000350672437304515,63.833299,23.116666,"Finland","Western Finland",46714,471
"472","Uglegorsk",-0.000349458991580054,49.083346,142.033335,"Russia","Sakhalin",12669,472
"473","Happy Valley",-0.000349306543082065,69.1423,-148.8412,"United States",NA,NA,473
"474","St. Petersburg",-0.000345527384638254,59.94096,30.314074,"Russia","City of St. Petersburg",4553000,474
"475","Soontaga",-0.00033918099693106,58.0236,26.0707,"Estonia",NA,NA,475
"476","Vologda",-0.00033557233097171,59.209989,39.919982,"Russia","Vologda",294889,476
"477","Krasnokamsk",-0.000333146646423368,58.074736,55.744287,"Russia","Perm'",52689,477
"478","Sauðárkrókur",-0.000331666005130873,65.746412,-19.638993,"Iceland","Akrahreppur",2682,478
"479","Aniak",-0.000319626787116659,61.578708,-159.522186,"United States","Alaska",501,479
"480","Batagay",-0.000317367892681656,67.655985,134.635027,"Russia","Sakha (Yakutia)",4266,480
"481","Chicoutimi",-0.000308865991583376,48.433309,-71.066706,"Canada","Québec",53940,481
"482","La Scie",-0.000302688494822071,49.967013,-55.583,"Canada","Newfoundland and Labrador",817,482
"483","Trout River",-0.000290890079530599,49.483658,-58.116644,"Canada","Newfoundland and Labrador",452,483
"484","Vyborg",-0.000287178241064436,60.703877,28.754927,"Russia","Leningrad",117201,484
"485","Mirnyy",-0.000282448630690044,62.540019,113.961354,"Russia","Sakha (Yakutia)",40308,485
"486","Fort St. John",-0.000277951174302347,56.249989,-120.833281,"Canada","British Columbia",18776,486
"487","Wasilla",-0.000277641610981886,61.581731,-149.439442,"United States","Alaska",8521,487
"488","Akureyri",-0.000258039901850032,65.666572,-18.100017,"Iceland","Akureyri",16563,488
"489","Lammin-Suo Peatland Station",-0.000252447009434861,60.233333,29.8,"Russia",NA,NA,489
"490","Sag Riverside",-0.000236772511526205,69.5056,-148.225,"United States",NA,NA,490
"491","Mikkeli",-0.000234377151088428,61.689996,27.285004,"Finland","Southern Savonia",46550,491
"492","Yekaterinburg",-0.000220721584831955,56.851976,60.598014,"Russia","Sverdlovsk",1313000,492
"493","St-Augustin",-0.000218064665382505,51.24231,-58.646999,"Canada","Québec",3961,493
"494","Kalevansuo",-0.000218005907383354,60.6468,24.3562,"Finland",NA,NA,494
"495","Skyttorp",-0.000210987651442232,60.1297,17.8401,"Sweden",NA,NA,495
"496","Vilyuysk",-0.000189513003232046,63.755267,121.624762,"Russia","Sakha (Yakutia)",9948,496
"497","Fish Island",-0.000188253145524096,69.3723,-134.8811,"Canada",NA,NA,497
"498","St. John's",-0.000184499654920521,47.584988,-52.681007,"Canada","Newfoundland and Labrador",131469,498
"499","Kirov",-0.000180768280540686,58.590053,49.669981,"Russia","Kirov",457437,499
"500","Kobuk",-0.000177185837606667,66.907246,-156.880977,"United States","Alaska",151,500
"501","Korsakov",-0.000171996527233813,46.642436,142.777476,"Russia","Sakhalin",35091,501
"502","Yoshkar Ola",-0.000168480353074104,56.635392,47.874948,"Russia","Mariy-El",324406,502
"503","Happy Valley Wet Sedge Tundra",-0.00015109611755631,69.1667,-148.85,"United States",NA,NA,503
"504","Cherepovets",-0.000145720513507867,59.140433,37.909975,"Russia","Vologda",311850,504
"505","Yuzhno Sakhalinsk",-0.000144129911885231,46.964974,142.740011,"Russia","Sakhalin",176484,505
"506","Rybinsk",-0.000136548657750879,58.050344,38.819997,"Russia","Yaroslavl'",216724,506
"507","Gander",-0.00013625173724468,48.949995,-54.549988,"Canada","Newfoundland and Labrador",3345,507
"508","Verkhnevilyuysk",-0.000119822613008997,63.4457,120.316728,"Russia","Sakha (Yakutia)",6341,508
"509","Luga",-0.000113326118345434,58.736349,29.838995,"Russia","Leningrad",40114,509
"510","Tikhvin",-0.000111887180486929,59.644846,33.514378,"Russia","Leningrad",62075,510
"511","UCI-1964 burn site",-0.000108249519631585,55.9117,-98.3822,"Canada",NA,NA,511
"512","UCI-1964 burn site wet",-0.000108249519631585,55.9144,-98.3806,"Canada",NA,NA,512
"513","Marcell Experimental Forest",-0.000106806418846169,47.5333,-93.4667,"United States",NA,NA,513
"514","Kostroma",-0.000103792487790206,57.770026,40.940023,"Russia","Kostroma",277656,514
"515","Prudhoe Bay Wet Sedge",-0.000100054541699009,70.0855,-148.5702,"United States",NA,NA,515
"516","Petite Riviere (Baie Comeau)",-9.90270731655049e-05,49.1333,-68.2833,"Canada",NA,NA,516
"517","Stordalen forest",-7.68759827944349e-05,68.3542,19.0471,"Sweden",NA,NA,517
"518","Neleger",-3.88874008938531e-05,62.0833,129.75,"Russia",NA,NA,518
"519","HJP02 Jack Pine",-2.93121424144832e-05,53.945,-104.649,"Canada",NA,NA,519
"520","HJP94 Jack Pine",-2.4342825782755e-05,53.908,-104.649,"Canada",NA,NA,520
"521","HJP75 Jack Pine",-2.32606072635695e-06,53.876,-104.645,"Canada",NA,NA,521
